Project;Baseline;Type;Requirement;ID;Version;Hierarchy #;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;RequireKey;Charm;Open Points;Hazard Remark;Harm;AFAP justification;Entry Type;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Hazard;Initial Risk Assessment;Residual Risk Assessment;Hazard Type;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;S1 Subsystem;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Delayed boot-up or restart time to recover system functions (e. g. after error, SW freeze)"",569297,1.3,2.4.8.1.2.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-09-15,2022-09-26  16:58:03,Klaus-Peter Fichtner (EXT),,,,,,HS_091,See general justifications in the introduction which apply here.,Headline,Basic,System Integration Test,none,n.a.,Not Determined,2-B,2-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users"",Patient,S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,C,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Recovery management,568860,13.0,2.4.8.1.2.2.1,""The following time restrictions shall be met for recovery management (this is also valid for EMC immunity testing): * Time from initiating a shut down via reset button, booting the system again, until X-ray ready: 120 s?  * Time from initiating a shut down via reset button, until the previous settings are restored again (this includes registering a patient, set loading parameters (kV, mA, p/s), move the system from angular 0° to an exemplary previously stored position of angular 180°): 4 min  * Time from initiating a regular shut down via off button, booting the system again, until X-ray ready: 4 min  * Time from power supply interruption, booting the system again, until X-ray ready: 120 sNote: Due to the limited time to recover all system functions, no emergency radiography mode needs to be provided."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-09-02,2022-02-28  11:18:14,Johannes Schmidt,,recovery_management,,,IEC 60601-2-43; cl. 201.4.102,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,""FLC,MCU,PowerU,XCU,XGen"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Register patient,563435,2.0,2.4.9,""Note, there are currently no risks related to """"Register patient"""" identified."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2022-06-15  12:20:18,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);System operation - general;563628;1.4;2.4.10;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-08-06;2021-08-07  15:03:49;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
PS_S1;Current Baseline;06H_Risk_Analysis (06H);System operation - general;563631;1.4;2.4.10.1;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-08-06;2021-08-07  15:03:49;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Function;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Crushing by or collision with falling or tipping objects with high potential energy and / or high contact pressure (HS_051),563627,1.8,2.4.10.1.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-06,2021-08-07  15:03:49,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Suspending parts,Instability,Vibration,Moving parts,loss of basic safety or essential performance,Unexpected loss of electrical/mechanical integrity"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Mechanical support structures of the wheels break, the system suddenly tips to one side or tips over completely"",563629,2.6,2.4.10.1.1.1,""Mechanical support structures of the wheels break, the system suddenly tips to one side or tips over completely (during movement or standstill possible):Design errorManufacturing errorAssembly error"",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-06,2022-09-26  16:51:56,Klaus-Peter Fichtner (EXT),,,,,,HS_051,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-C,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,Moving parts,""Patient,User,Service Personnel,System,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,High,A,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Mechanical design drive and wheels,561959,2.7,2.4.10.1.1.1.1,""The gear, motor shaft and castors shall be designed appropriately for mechanical stress according to IEC 60601-1 cl. 9.8.2."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-03-10  12:51:05,Rudolf Siebenhaar,,design_of_wheels,,,SFS,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,""MainU,TrolleyU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Limited imaging functionality,578748,1.2,2.4.10.1.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-02-22,2021-08-07  15:05:04,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Moving parts,Deterioration in function,Fatigue failure"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Performance of the imaging system is degraded due to system mangement application;578749;2.3;2.4.10.1.2.1;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-02-22;2022-09-26  17:01:27;Klaus-Peter Fichtner (EXT);;;;;;HS_101;See general justifications in the introduction which apply here.;Headline;Basic;n.a.;none;n.a.;Not Determined;1-C;1-B;Cause;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient;S1M;VB10;;;;;;;;;;;;;;NotDetermined;C;High;A;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Boundary conditions for imaging system performance test,578750,3.7,2.4.10.1.2.1.1,""During all phases of the imaging system performance test, the MNP has to be installed and be active all the time to verify that MNP does not disturb the overall system performance."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-02-22,2022-06-15  16:42:01,Johannes Schmidt,,imaging_system_performance_test,,,,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,NotForTC,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,FLC,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Effect on people with implants, e.g. pacemaker"",597002,1.6,2.4.10.1.3,,Approved,Medium,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-06-27  16:24:39,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Interference of electromagnetic fields into implant/s electronics,597003,1.11,2.4.10.1.3.1,,Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-09-26  17:01:28,Klaus-Peter Fichtner (EXT),,,,,,#Haz44,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-B,2-B,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,Electro-magnetic influence (EMC),""Patient,User,Service Personnel"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,D,Low,D,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Label electromagnetic fields,597004,4.2,2.4.10.1.3.1.1,""A label shall be attached at the backside of the chassis, such that it is visible to an operator when moving the system. It shall contain the following safety signs: ISO 7010-P007, ISO 7010-W006, ISO 7010-W001, ISO 7010-M002"",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-10-07  09:11:39,Johannes Schmidt,,Label_electromagnetic_fields,,,IEC 60601-1; cl. 7.2.13,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,empty,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,""Patient,User,Service Personnel"",S1M,VB10,MainU,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),User Manual: Electromagnetic fields Chassis,597005,9.1,2.4.10.1.3.1.2,""CAUTION Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components."",InWork,Unassigned,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-10-07  09:53:31,Johannes Schmidt,,docUser_electromagnetic_fields,,,IEC 60601-1: cl. 7.2.13,,,Requirement,Basic,System Integration Test,EXPORT,User Manual,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,""Patient,User"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Service Doc: Electromagnetic fields Chassis,597007,4.0,2.4.10.1.3.1.3,""CAUTION in Service Manual Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components."",Approved,Medium,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-06-27  13:56:30,Johannes Schmidt,,docServ_electromagnetic_fields,,,,,,Requirement,Basic,Subsystem Integration Test,EXPORT,Service Documentation,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,Service Personnel,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Factory Doc: Electromagnetic fields Chassis,597011,2.1,2.4.10.1.3.1.4,""CAUTION in Factory Documentation Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components."",Approved,Medium,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-06-27  13:57:23,Johannes Schmidt,,docSCM_electromagnetic_fields,,,,,,Requirement,Basic,Subsystem Integration Test,EXPORT,Factory Documentation,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,Service Personnel,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);User has skin irritation;597013;1.3;2.4.10.1.4;;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;2022-06-27;2022-06-27  16:24:59;Johannes Schmidt;;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Hazard;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;;;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),System contains non-biocompatible material,597014,1.13,2.4.10.1.4.1,,InWork,Unassigned,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-09-26  17:01:28,Klaus-Peter Fichtner (EXT),,,,,,HS_085,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,2-A,2-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,Bio-incompatibility,""User,Service Personnel"",,,,,,,,,,,,,,,,NotDetermined,C,Low,B,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Biocompatible material,597019,7.7,2.4.10.1.4.1.1,""The clinical user and the service personnel get in regular hand skin contact with the following components of the system: AccesS (RCP cart, Keyboard, Mouse), DSmonS (Monitor), GridS, HICSwitch, HICTouchCon, MainU (Covers), TrolleyU (Covers, X10 cable and plug), HICForceControl, HICHandControl, These components shall be made out of biocompatible material or at least it shall be shown that the utilized material is in common use for regular consumer products or that there is an established history of safe use in a clinical environment, e.g. from previous CIOS systems."",Approved,Medium,Johannes Schmidt,Johannes,Schmidt,Johannes Schmidt,,,2022-06-27,2022-08-09  15:19:46,Nils Naarmann,,biocompatible_material,,,,,,Requirement,Basic,Component Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,""AccesS,DSMonS,GridS,HICSwitch,HICTouchCon,MainU,TrolleyU,HICForceControl,HICHandControl"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Position patient,563437,2.0,2.4.11,""Note, there are currently no risks related to """"Position patient"""" identified."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2022-06-15  12:20:39,Johannes Schmidt,,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Move main unit;563438;1.10;2.4.12;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-08-05;2021-08-07  15:04:16;Yesin Gasmi (EXT);;;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Move main unit - motorized, general"",563475,1.6,2.4.12.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2021-08-07  15:04:16,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Function,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Crushing by or collision with objects moving with high kinetic energy and / or high contact force or pressure (HS_042),562459,1.10,2.4.12.1.1,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2021-08-07  15:03:49,Yesin Gasmi (EXT),,,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Hazard,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,""Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users"",,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),""Unintentional activation of control elements by the operator (lean over, hang something over control elements, falling parts )"",562462,2.8,2.4.12.1.1.1,Unintentional activation of control elements by the operator:Operator leans over control elements or hits them by accident while doing something elseOperator hangs lead protection over control elements (handle for power assisted movement)Other objects fall onto control elementsRemote control falls on the floor and gets activated,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-07-29,2022-09-05  16:59:20,Klaus-Peter Fichtner (EXT),,,,,,HS_042,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Service Personnel,System,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Med,B,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Control elements protected against unintended movement activation,563485,3.6,2.4.12.1.1.1.1,<XREF>562378</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2021-08-07  15:04:57,Yesin Gasmi (EXT),,flat_control_elements,,,,,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,""HICButtonCon,HICTouchCon,HICForceControl,HICHandControl"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Set speed values,578331,2.0,2.4.12.1.1.1.2,""The system sets the movement speeds according to different modes and control, see <XREF>569146</XREF>, and in order to meet the overtravel limits <XREF>562465</XREF>?and to not exceed the speed limits <XREF>563486</XREF> in normal conditions."",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2021-02-08,2022-06-17  09:47:13,Johannes Schmidt,,set_speed_values,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Maximum overtravel values,578316,1.1,2.4.12.1.1.1.3,<XREF>562465</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-02-07,2021-08-07  15:04:53,Yesin Gasmi (EXT),,max_overtravel_values,,,,,,Headline,Basic,n.a.,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - System speed limits;578332;1.1;2.4.12.1.1.1.4;<XREF>563486</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-02-08;2021-08-07  15:04:53;Yesin Gasmi (EXT);;speed_limits;;;;;;Headline;Basic;n.a.;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;MCU;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Prerequisites for fast drive mode,563488,19.0,2.4.12.1.1.1.5,""Prerequisites for fast drive mode: Vertical axle shall be in the max. downwards position and the C-arm in the upright position (orbital/angular = 0° +/- 5° tolerance). The correct position shall be detected single fault safe. The trolley-chassis cable shall be disconnected from the main unit.Note: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>.For design constraints for single fault safety, see <XREF>578311</XREF>."",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2020-08-05,2022-06-17  09:00:08,Johannes Schmidt,,prerequisites_fast_drive,,,SFS,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Collision detection,578291,3.1,2.4.12.1.1.1.6,<XREF>563490</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2021-02-04,2021-08-07  15:04:52,Yesin Gasmi (EXT),,collision_detection,,,SFSIEC 60601-1; 9.2.2.4.4 Other RISK CONTROL measuresIEC 60601-2-54; 201.9.2.3.1 Unintended movementIEC 60601-2-43; 201.9.2.4 Emergency stopping devices + aa),,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Collision detection at rear side of the chassis and FD;578358;2.1;2.4.12.1.1.1.7;<XREF>563491</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2021-02-09;2021-08-07  15:05:01;Yesin Gasmi (EXT);;collision_detection_rear_side;;;;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Collision detection via position change of other axles,571916,9.0,2.4.12.1.1.1.8,""Position changes of motorized axles which are not used for motorized movements shall be detected (although the brakes of orb. and ang. axles e. g. are activated each during other motorized movements, they can be overridden manually).In case a non-expected position change of more than +/- 5° is detected, all motorized movements shall stop.Hint: The system may be configured to stop at even lower thresholds < 5°."",Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-10-22,2022-09-12  11:34:14,Johannes Schmidt,,collision_detection_other_axles,,,,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Warning - General risk of collisions,563493,5.2,2.4.12.1.1.1.9,""WARNINGCause: System movements.Risk: Risk of collision, risk of injury to patient or operator, risk of damage to the system or other equipment.Remedy: Ensure that movements are released only if neither the operator, the patient, other persons or other equipment cannot be endangered.Always pay attention to possible collisions during movements.Make sure that nobody is standing inside the danger area.Ensure that collision sensors of the system are not covered by any accessories e.g., drape fixtures,  which would unintentionally activate or prevent activation of the collision detection system.Remove any objects from collision area, e.g. injector or infusion stand.Body penetrating objects introduced in the patient (e.g. catheter, biopsy / kyphoplasty needle) must not be actuated by system movements.Special care is required when the system has already detected a collision situation.Use the emergency stop if required."",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2020-08-05,2022-10-11  11:22:58,Johannes Schmidt,,um_risk_collision_general,,,,,,Requirement,Basic,System Integration Test,EXPORT,User Manual,Not Determined,Not determined,Not determined,Measure,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,Yes,None,,,S1M,VB10,,,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Continuous activation of movements with redundant paths,563494,3.5,2.4.12.1.1.1.10,<XREF>562377</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2021-08-07  15:05:53,Yesin Gasmi (EXT),,dead_mans_push_buttons,,,,,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User"",S1M,VB10,""HICButtonCon,HICSwitch,HICTouchCon"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Reference - Emergency stop at every point of motorized movement activation,563495,4.3,2.4.12.1.1.1.11,<XREF>562345</XREF>,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-08-05,2021-08-07  15:03:49,Yesin Gasmi (EXT),,EmergencyStopMovement_s1,,,,,,Headline,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,""HICTouchCon,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Speed limits are exceeded due to sleeping or unexpected error in P path,571868,2.3,2.4.12.1.1.2,,Approved,Unassigned,Judith Welzel,Judith,Welzel,Judith Welzel,,,2020-10-20,2022-09-26  16:58:04,Klaus-Peter Fichtner (EXT),,,,,,HS_042,See general justifications in the introduction which apply here.,Headline,Basic,n.a.,none,n.a.,Not Determined,3-B,3-A,Cause,TBD,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,""Patient,User,Service Personnel,System,Environment"",S1M,VB10,,,,,,,,,,,,,,NotDetermined,C,Med,B,"
PS_S1;Current Baseline;06H_Risk_Analysis (06H);Reference - Self-test of protection module hardware;571869;2.1;2.4.12.1.1.2.1;<XREF>571864</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;2020-10-20;2021-08-07  15:04:19;Yesin Gasmi (EXT);;self-test_protection_hardware;;;SFS;;;Headline;Basic;System Integration Test;none;n.a.;Not Determined;Not determined;Not determined;Measure;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;MCU;;;;;;;;;;;;;NotDetermined;;;;
"PS_S1,Current Baseline,06H_Risk_Analysis (06H),Positioning validity of motorized axes,571870,16.5,2.4.12.1.1.2.2,""During every movement in orbital or in angular direction, a comparison between their protective position sensors and their position sensors used by the control system shall be executed. When an error is detected, motorized movements of the affected axle shall be inhibited. Note1: This replaces a regular self-test at startup. This is also required since the protective position sensors do not provide safe positions according to SIL2 or higher. Note2:The movement stop affects all system drives. Movements from the not affected drive can be initiated directly again."",Approved,Unassigned,Johannes Schmidt,Johannes,Schmidt,Judith Welzel,,,2020-10-20,2022-08-19  10:59:28,Rudolf Siebenhaar,,Positioning_validity_of_motorized_axes,,,SFS,,,Requirement,Basic,System Integration Test,none,n.a.,Not Determined,Not determined,Not determined,Measure,Accepted,NotDetermined,NotDetermined,NotDetermined,NotDetermined,No,None,,,S1M,VB10,""MainU,MCU"",,,,,,,,,,,,,NotDetermined,,,,"
