;Project;Baseline;Type;Hierarchy #;Section;Chapter;Function;Hazard;Cause;Measure;ID;Entry Type;Hazard Type;RequireKey;Requirement;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;Charm;Open Points;S1 Subsystem;Hazard Remark;Harm;AFAP justification;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Initial Risk Assessment;Residual Risk Assessment;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration
206;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.1.3;4;12.0;1.0;2.0;1.0;3.0;563729;R;Measure;prevent_incorrect_movement_mecanum;Prevent incorrect movement execution - mecanum;The system shall check if the current mecanum drive information is a valid mecanum movement (fulfill the mecanum equations). When an incorrect movement is detected, the system shall stop motorized movements.?Note: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>. For design constraints for single fault safety, see <XREF>578311</XREF>.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;17.06.2022 09:03;Johannes Schmidt;;;;MCU;SFS;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
207;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.1.4;4;12.0;1.0;2.0;1.0;4.0;563730;R;Measure;prevent_tipover_bydesign;Prevent tip over by mechanical design;System shall not tip over by mechanical design in the following normal and fault conditions:- emergency stop during max. transport speed in transport position- emergency stop during curve movement in the worst case axle positions and movement speed- system is stopped with max. permissible external additional components mounted in the worst case axle positions and OR speed- one mecanum drive blocks completely during movement in the worst case axle position and movement speed- all mecanum drives block completely during movement (brakes activated) in the worst case axle position and movement speed- emergency stop at OR speed and inclined surface of 7° (no transport mode speed) Note:During normal stopping (releasing movement control element), the system shall not lift at one side at all.During other stopping scenarios, it is allowed that the rear mecanum wheels of the system lift temporarily. The short duration of the lifting combined with the expected position of the operator with respect to the possible trapping zone prevent a crushing of the operator foot with the system during this scenario.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;07.08.2020;01.06.2022 09:23;Johannes Schmidt;;;;MainU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;;;
208;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2;4;12.0;1.0;2.0;2.0;;571888;H;Cause;;System tips over during movement, incorrect mecanum movement, sleeping or unexpected error in P path;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;26.09.2022 16:58;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
209;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2.1;4;12.0;1.0;2.0;2.0;1.0;571889;H;Measure;self-test_protection_hardware;Reference - Self-test of protection module hardware;<XREF>571864</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
210;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2.2;4;12.0;1.0;2.0;2.0;2.0;578171;H;Measure;safe_power_supply_protection_hardware;Reference - Safe power supply of protection module hardware;<XREF>578161</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;02.02.2021;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
211;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2.3;4;12.0;1.0;2.0;2.0;3.0;571890;H;Measure;self-test_protection_position_sensors;Reference - Self-test of the protective position sensors;<XREF>571870</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MainU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
212;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2.4;4;12.0;1.0;2.0;2.0;4.0;571891;H;Measure;mounting_protection_position_sensors;Reference - Mounting of protective position sensors;<XREF>571870</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MainU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
213;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.2.5;4;12.0;1.0;2.0;2.0;5.0;578172;H;Measure;safe_power_supply_protective_position_sensors;Reference - Safe power supply of protective position sensors;<XREF>578163</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;02.02.2021;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MainU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
214;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.3;4;12.0;1.0;2.0;3.0;;563731;H;Cause;;System tips over during movement or during braking: Safety mechanism is  activated (e. g. quickstop is not initiated at all);Safety mechanism is  activated (e. g. quickstop is not initiated at all)Emergency stop is activated;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;26.09.2022 17:05;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
215;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.3.1;4;12.0;1.0;2.0;3.0;1.0;563732;H;Measure;prevent_tipover_bydesign;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;MCU;;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
216;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4;4;12.0;1.0;2.0;4.0;;563733;H;Cause;;System tips over during movement or during braking: Additional weight is mounted at the C-arm;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;26.09.2022 17:05;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
217;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4.1;4;12.0;1.0;2.0;4.0;1.0;563734;R;Measure;docNav_additional_weight;Weight restriction mounting external components;The weight of additional components mounted at the C-arm (like navigation components) shall be restricted to max. 2 kg.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;Supplier;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
218;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4.2;4;12.0;1.0;2.0;4.0;2.0;563735;R;Measure;um_weight_limit_additional_components;Warning - Weight limit for additionally mounted components;WARNINGCause: Additional components are attached to the C-arm.Possible consequences: System movements behave differently, C-arm may be counterbalanced, risk of crushing or tipping over is increased.Remedy: Only mount approved components to the C-arm. The max. additional weight is max. 2 kg. Ensure that the floor is free of obstacles and is not slippery.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;empty;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
219;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4.3;4;12.0;1.0;2.0;4.0;3.0;563770;H;Measure;prevent_tipover_bydesign;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;01.06.2022 09:15;Johannes Schmidt;;;;MCU;;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;n.a.;none;n.a.;empty;empty;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
220;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4.4;4;12.0;1.0;2.0;4.0;4.0;578343;R;Measure;um_steep_ramp;Warning - Inclined surface restriction;WARNINGCause: System is moved on a steep ramp, over a step or uneven ground. Possible consequences: System movements behave differently. The C-arm may be counterbalanced or collide with the floor. Risk of crushing or tipping over is increased.Remedy: The system is designed for steps of max. 2 cm and ramp pitches of max. 5° when in transport position. If moving on steeper ramps the lifting column of the C-arm needs to be raised enough to avoid collision with the floor and the system must be moved with care. Note, do not raise the lifting column unnecessarily high because the risk of tipping over is increased.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;08.02.2021;15.06.2022 18:00;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;empty;empty;empty;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
221;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.4.5;4;12.0;1.0;2.0;4.0;5.0;596712;R;Measure;serv_inclined_surfaces;Warning - Service instruction for inclined surfaces;Warning - Service Instruction for inclined surfaces WARNINGCause: ???????? System is moved on a steep ramp, over a step or uneven ground.Possible consequences: ??System movements behave differently. The C-arm may be counterbalanced or collide with the floor. Risk of crushing or tipping over is increased.Remedy: ????????The system is designed for steps of max. 2 cm and ramps of max. 7°. Note, when the system is in transport position ramp pitches of max. 5° are possible. If moving on steeper ramps the lifting column of the C-arm needs to be raised enough to avoid collision with the floor and the system must be moved with care. Do not raise the lifting column unnecessarily high because the risk of tipping over is increased.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;24.05.2022;29.09.2022 15:33;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;Service Documentation;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
222;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.5;4;12.0;1.0;2.0;5.0;;563736;H;Cause;;System tips over during movement or during braking process: Curve radius too small in relation to speed;Curve radius too small in relation to speed, e. g. during braking:HW errorSW errorUser error (unintended steering command at the handles, e. g. due to tripping);Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;26.09.2022 17:05;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
223;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.5.1;4;12.0;1.0;2.0;5.0;1.0;563737;H;Measure;limit_centrifugal_accelleration;Reference - Limit system centrifugal acceleration;<XREF>563681</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
224;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.6;4;12.0;1.0;2.0;6.0;;563766;H;Cause;;System tips over during movement or during braking process: Normal braking ramp is too harsh;System is out of balance during stopping:Normal braking ramp is too harsh, e. g. due to design error (worst case axle positions not considered,...), or SW error, random HW error;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;26.09.2022 16:51;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
225;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.6.1;4;12.0;1.0;2.0;6.0;1.0;563767;H;Measure;prevent_tipover_bydesign;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;MCU;;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
226;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.6.2;4;12.0;1.0;2.0;6.0;2.0;563768;H;Measure;limit_acceleration_deceleration;Reference - System acceleration and deceleration limits;<XREF>563680</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;07.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;MCU;;#Haz07;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;n.a.;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
227;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.7;4;12.0;1.0;2.0;7.0;;580818;H;Cause;;System lifts at one side during braking process;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;16.07.2021;26.09.2022 17:01;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;B;High;A;
228;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.2.7.1;4;12.0;1.0;2.0;7.0;1.0;580819;H;Measure;prevent_tipover_bydesign;Reference - Prevent tip over by mechanical design;<XREF>563730</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;16.07.2021;07.08.2021 15:05;Yesin Gasmi (EXT);;;;MainU;SFS;;Risk control measures are in place and reduce the risk as far as possible without adversely affecting the benefit-risk-ratio. Compliance to applicable regulations, technical standards and other design requirements limits the probability of occurrence of the scenario. Service activities ensure to maintain the integrity of the design and detect degradations. The operator manual warns to take care of potential crushing zones and requires the appropriate carefullness when releasing system movements, especially when additional parts are mounted at the C-arm, e. g. for navigation. Additional mitigations are not deemed to further reduce or prevent the risk of collision. Post market surveillance and complaint handling are in place to identify specific issues.;Basic;System Integration Test;none;n.a.;2-C;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,System;S1M;VB10;;;;;;;;;;;;;NotDetermined;E;Low;D;
229;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3;4;12.0;1.0;3.0;;;563632;H;Hazard;;Crushing by or collision with objects moving with limited kinetic energy and / or limited contact force or pressure (HS_041);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,slips, lapses and mistakes,Incorrect or inappropriate output,Software failure,Foreseeable misuse;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
230;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.1;4;12.0;1.0;3.0;1.0;;563633;H;Cause;;Two operators attempt to initiate system movements at the same time (intentionally);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;26.09.2022 17:05;Klaus-Peter Fichtner (EXT);;;;;;HS_041;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-B;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Low;C;
231;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.1.1;4;12.0;1.0;3.0;1.0;1.0;563634;R;Measure;only_one_active_control_element;Only one active movement control element at a time;The system shall be designed in such a way that if a control element (e.g., button or handle) is actively used for a specific movement, operation of any movement from a different control element is inhibited until the active control element is deactivated. Note:- Emergency stops and in particular collision sensors are not affected and always overrule the action of control elements if activated.- In case a movement has been terminated e.g. by means of a collision, a new movement can be initiated from a different control device even if the control element that triggered the initial movement is still activated, e.g. a still pressed button or touched handle.- Initiating more than one movement by pressing more than one button simultaneously at the same device shall also not be possible.- Other system functionalities apart from system movements such as activating the laser light shall not be affected by this requirement and can be performed simultaneously during movements.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;06.08.2020;23.09.2022 09:17;Johannes Schmidt;;;;MCU;"Machinery directive (EHSR); 1.2.2";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
232;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.1.2;4;12.0;1.0;3.0;1.0;2.0;563635;H;Measure;EmergencyStopMovement_s1;Reference - Emergency stop at every point of motorized movement activation;<XREF>562345</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;HICTouchCon,MCU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
233;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.1.3;4;12.0;1.0;3.0;1.0;3.0;569307;R;Measure;no_movement_takeover_across_controls;No movement take over across controls;When another control button is activated (not controlling the movement) while the movement controlled by another control button is stopped, the movement shall be stopped until a deactivation and reactivation of the movement command took place.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;17.09.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;"Machinery directive (EHSR); 1.2.2";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
234;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.1.4;4;12.0;1.0;3.0;1.0;4.0;569308;R;Measure;movement_signals_same_control_button;Redundant signals from same control button;Only movement release signal pairs from the same control button or from control buttons which share one enable line shall trigger movements.Note: Chassis handle panel transport position button and chassis handles share the enable line.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;17.09.2020;23.12.2021 14:27;Johannes Schmidt;;;;MCU;"Machinery directive (EHSR); 1.2.2";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
235;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.2;4;12.0;1.0;3.0;2.0;;563647;H;Cause;;System moves in wrong direction due to operating error (intentional movement): mix-up of directions or buttons etc.;System moves in wrong direction due to operating error (intentional movement):User mixes up directions of a joystickUser mixes up buttonsFD force handle: Operator has unintentionally locked an electro-magnetic brake or has locked the wrong brake (this locks the movement direction when movements are initiated via FD handle);Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;26.09.2022 17:05;Klaus-Peter Fichtner (EXT);;;;;;HS_041;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-D;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;F;Low;D;
236;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.2.1;4;12.0;1.0;3.0;2.0;1.0;563648;R;Measure;movement_preview;Movement preview for position movements;For all position movements, the system shall have an optical indication of the planned system movement (movement preview), as soon as the position movement is selected (not initiated) (e.g. pictogram, color marking displaying the difference between the current pose and the target pose with respect to the system orientation).?Exceptions: During image acquisition in any mode no preview is required. The movement preview shall be shown after the image acquisition has finished. For movement to the transport and 0/0 position, no preview is required.?Note 1: The operator has the possibility to check the subsequent movement.?Note 2: Position movements are e. g. position storage, park & return, default positions.?Note 3: Only a preview is required. The preview is required before start of movement. During movement, no display is required (functionally it might be reasonable though in order to see whether the desired position has been reached, at least towards the end of the movement sequence), since the operator observes the mechanical movement of the system.;Approved;Unassigned;Klaus-Peter Fichtner (EXT);Klaus-Peter;Fichtner (EXT);Judith Welzel;;;06.08.2020;18.06.2022 09:57;Johannes Schmidt;;;;FLC,MCU;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
237;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2.4.12.1.3.2.2;4;12.0;1.0;3.0;2.0;2.0;563650;R;Measure;um_collisions_position_movements;Warning - Collisions during position movements without test run;WARNINGCause: Movement to a predefined position.Risk: Risk of collision, risk of injury to patient or operator, risk of damage to the system or other equipment.Remedy: Prior to initiating a movement to a predefined position, check the planned movement path via the movement preview and ensure that the path is free of any obstacles.Ensure that the patient is fixated at the table and that the table is positioned correctly (tilt etc.). Observe the movement continuously.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;06.08.2020;14.01.2022 09:09;Johannes Schmidt;;;;;;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;Moving parts;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;
