;Project;Baseline;Type;Section;Chapter;Function;Hazard;Cause;Measure;Hierarchy #;ID;Entry Type;Hazard Type;RequireKey;Requirement;Description;Status;Priority;Owner;Owner (First Name);Owner (Last Name);Created By;Responsible;Registered Interest;Created On;Last Modified On;Modified By;Source;Charm;Open Points;S1 Subsystem;Hazard Remark;Harm;AFAP justification;Kano Ranking;Test Level;Rearrange Operation;Rearrange Reason;Initial Risk Assessment;Residual Risk Assessment;Validation Procedure State;New;Export;Level of Requirements;Level of Test;Usability;Domain;Applicable Generic Hazard;Hazard Effect To;System S1;Target Release S1;System IGS-Platform;Target Release IGS-Platform;System PreOPlan;Target Release PreOPlan;System ISS;IGS-Platform Subsystem;Target Release ISS;System S3;Target Release S3;S3 Subsystem;System NavSim;Target Release NavSim;Traced System;P1 before;P2 before;P1 after;Polarion Migration;Hierarchy
84;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;1;2.4.8.1.1.1.3;562377;Requirement;Measure;dead_mans_push_buttons;Continuous activation of movements with redundant activation paths;Motorized movement shall be possible only when two redundant signals provided by two independent paths are present (continuous activation), preventing unintended movement activation. When only one of two paths is activated, all motorized movements shall be stopped and inhibited for the respective control.?Note: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>.For design constraints for single fault safety, see <XREF>578311</XREF>. Further note: For network interfaces cyclic retriggering (cyclic messages within e.g. 150 ms) are seen as equivalent to continuous activation.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;27.09.2022 11:39;Johannes Schmidt;;;;HICSwitch,MCU,HICForceControl,HICHandControl;"SFSIEC 60601-1; 9.2.3.1 Unintended movementIEC 60601-2-54; 201.9.2.3.1 Unintended movementIEC 60601-1; 9.2.2.5 Continuous activationIEC 60601-2-54; 201.9.2.2.5 Continuous activation";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '1', '3']
85;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;1;2.4.8.1.1.1.4;562345;Requirement;Measure;EmergencyStopMovement_s1;Emergency stop at every point of motorized movement activation;Emergency stop shall be available at every point of motorized movement activation.Points of movement activation (control locations) are:- control panel at the FD cover- wireless hand control- wired hand control- Backside of Servo-Handle Chassis The emergency stop shall be designed according to IEC 60947-5-1 and IEC 60947-5-5.  When an emergency stop is activated, all motorized movements of the system except the motorized monitor height adjustment shall be stopped (e. g. stop category 1, thereof e. g. safe stop 1 function according to 61800-5-2) and inhibited until it is deactivated again. ?Note 1: Safety architecture C + P, see <XREF>561860</XREF> and <XREF>543971</XREF>.For design constraints for single fault safety, see <XREF>578311</XREF>.  Note 2: For behaviour regarding radiation, see <XREF>562135</XREF>.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;29.07.2020;17.06.2022 08:59;Johannes Schmidt;;;;MainU,MCU,HICForceControl,HICHandControl;"SFSIEC 60601-1; 9.2.4 Emergency stopping devicesIEC 60601-1; 9.2.2.4.4 Other RISK CONTROL measuresIEC 60601-1; 9.2.2.5 Continuous activationIEC 60601-2-54; 201.9.2.3.1 Unintended movementIEC 60601-2-54; 201.9.2.4.101 Controls";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '1', '4']
86;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;2;2.4.8.1.1.2;571863;Headline;Cause;;Unintentional activation of movement during startup, sleeping or unexpected error in P path;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;26.09.2022 16:58;Klaus-Peter Fichtner (EXT);;;;;;HS_042;See general justifications in the introduction which apply here.;Basic;System Integration Test;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;Med;B;;['2', '4', '8', '1', '1', '2']
87;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;2;2.4.8.1.1.2.1;571864;Requirement;Measure;self-test_protection_hardware;Self-test of protection module hardware;The protection module hardware shall execute a self-test of its safety relevant hardware at startup.When the test fails, all motorized movements shall remain inhibited.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '2', '1']
88;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;2;2.4.8.1.1.2.2;571866;Headline;Measure;Check_AtStartUp_s1;Reference - Check movement release signal status at startup;<XREF>562344</XREF>;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;20.10.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;MCU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '2', '2']
89;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;2;2.4.8.1.1.2.3;578161;Requirement;Measure;safe_power_supply_protection_hardware;Safe power supply of protection module hardware;The protection module hardware shall have a safe power supply: The over- / undervoltage protection shall be either redundantly implemented or be tested at startup. The voltage limits shall be defined according to the guaranteed working voltages of the hardware to ensure correct functionality. When the startup test fails or one of the over-/undervoltage protection detects an error, all motorized movements and radiation shall be inhibited.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;02.02.2021;28.06.2022 14:38;Johannes Schmidt;;;;MCU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;Accepted;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '2', '3']
90;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;1;2;2.4.8.1.1.2.4;578307;Requirement;Measure;general_principles_protective_path;General principles protective path;The following general principles for designing the protective path shall be considered:- The software of the protective path shall be developed according to software safety class C (IEC 62304).- Common causes (errors or environmental conditions that could affect C and P simultaneously) shall be considered and excluded by design:   ESD / transients (sufficient electrical isolation between P and C path signals), temperature out of specified limits, etc. For components which are connected to the protection module, especially the integration requirements of <XREF>580888</XREF> shall be considered.  Note 1: Safe power supply of P and the mechanical mounting of the encoders have already separate requirements <XREF>578161</XREF>, <XREF>578163</XREF>,<XREF>578173</XREF>. Note 2: For design contraints for single fault safety, see <XREF>578311</XREF>.;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;05.02.2021;22.08.2022 15:35;Johannes Schmidt;;;;HICSwitch,MainU,MCU,HICForceControl,HICHandControl;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;empty;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '1', '2', '4']
91;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;2;;2.4.8.1.2;569274;Headline;Hazard;;Medium-term delay of the clinical procedure (HS_091);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;15.09.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,Deterioration in function,Potential for use errors triggered by design flaws,ambiguous or unclear device state,user interface,Untrained users,Inadequate user information;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '2']
92;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;2;1;2.4.8.1.2.1;569275;Headline;Cause;;X-ray chain is not functional (e. g. communication error, hardware error);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;15.09.2020;26.09.2022 16:58;Klaus-Peter Fichtner (EXT);;;;;;HS_091;See general justifications in the introduction which apply here.;Basic;System Integration Test;none;n.a.;2-B;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Low;C;;['2', '4', '8', '1', '2', '1']
93;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;2;1;2.4.8.1.2.1.1;564352;Requirement;Measure;x-ray_chain_selftest_startup;X-ray chain selftest at startup;The system shall perform a cross-component self-test of the X-ray chain at startup of the system:HV_trigger, idexi line from FLC (IC) to Generator interface and HV_ON with the involved subsystems Xgen, GenIF, FLC, XCU.All involved subsystems / components shall report if the test was successful or not. If the test was not successful, a message shall be displayed to the operator (no X-ray blocking).Remark: HW error in HV_Trigger, HV_On then detectable before X-ray release, cross-component selftest (and that DEXI is not sent to generator due to network configuration issue);Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Judith Welzel;;;13.08.2020;17.02.2022 13:18;Johannes Schmidt;;;;FLC,MCU,XCU,XGen;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VxFUTURE;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '2', '1', '1']
94;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;2;2;2.4.8.1.2.2;569297;Headline;Cause;;Delayed boot-up or restart time to recover system functions (e. g. after error, SW freeze);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;15.09.2020;26.09.2022 16:58;Klaus-Peter Fichtner (EXT);;;;;;HS_091;See general justifications in the introduction which apply here.;Basic;System Integration Test;none;n.a.;2-B;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Low;C;;['2', '4', '8', '1', '2', '2']
95;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;8;1;2;2;2.4.8.1.2.2.1;568860;Requirement;Measure;recovery_management;Recovery management;The following time restrictions shall be met for recovery management (this is also valid for EMC immunity testing): * Time from initiating a shut down via reset button, booting the system again, until X-ray ready: 120 s?  * Time from initiating a shut down via reset button, until the previous settings are restored again (this includes registering a patient, set loading parameters (kV, mA, p/s), move the system from angular 0° to an exemplary previously stored position of angular 180°): 4 min  * Time from initiating a regular shut down via off button, booting the system again, until X-ray ready: 4 min  * Time from power supply interruption, booting the system again, until X-ray ready: 120 sNote: Due to the limited time to recover all system functions, no emergency radiography mode needs to be provided.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;02.09.2020;28.02.2022 11:18;Johannes Schmidt;;;;FLC,MCU,PowerU,XCU,XGen;"IEC 60601-2-43; cl. 201.4.102";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '8', '1', '2', '2', '1']
96;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;9;;;;2.4.9;563435;Headline;Chapter;;Register patient;"Note, there are currently no risks related to ""Register patient"" identified.";Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;05.08.2020;15.06.2022 12:20;Johannes Schmidt;;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '9']
97;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;;;;2.4.10;563628;Headline;Chapter;;System operation - general;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10']
98;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;;;2.4.10.1;563631;Headline;Function;;System operation - general;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1']
99;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;1;;2.4.10.1.1;563627;Headline;Hazard;;Crushing by or collision with falling or tipping objects with high potential energy and / or high contact pressure (HS_051);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Suspending parts,Instability,Vibration,Moving parts,loss of basic safety or essential performance,Unexpected loss of electrical/mechanical integrity;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '1']
100;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;1;1;2.4.10.1.1.1;563629;Headline;Cause;;Mechanical support structures of the wheels break, the system suddenly tips to one side or tips over completely;Mechanical support structures of the wheels break, the system suddenly tips to one side or tips over completely (during movement or standstill possible):Design errorManufacturing errorAssembly error;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;06.08.2020;26.09.2022 16:51;Klaus-Peter Fichtner (EXT);;;;;;HS_051;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-C;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;High;A;;['2', '4', '10', '1', '1', '1']
101;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;1;1;2.4.10.1.1.1.1;561959;Requirement;Measure;design_of_wheels;Mechanical design drive and wheels;The gear, motor shaft and castors shall be designed appropriately for mechanical stress according to IEC 60601-1 cl. 9.8.2.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;10.03.2022 12:51;Rudolf Siebenhaar;;;;MainU,TrolleyU;SFS;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '1', '1', '1']
102;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;2;;2.4.10.1.2;578748;Headline;Hazard;;Limited imaging functionality;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;22.02.2021;07.08.2021 15:05;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,Deterioration in function,Fatigue failure;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '2']
103;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;2;1;2.4.10.1.2.1;578749;Headline;Cause;;Performance of the imaging system is degraded due to system mangement application;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;22.02.2021;26.09.2022 17:01;Klaus-Peter Fichtner (EXT);;;;;;HS_101;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;1-C;1-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts;Patient;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;High;A;;['2', '4', '10', '1', '2', '1']
104;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;2;1;2.4.10.1.2.1.1;578750;Requirement;Measure;imaging_system_performance_test;Boundary conditions for imaging system performance test;During all phases of the imaging system performance test, the MNP has to be installed and be active all the time to verify that MNP does not disturb the overall system performance.;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;22.02.2021;15.06.2022 16:42;Johannes Schmidt;;;;FLC;;;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;NotForTC;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '2', '1', '1']
105;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;;2.4.10.1.3;597002;Headline;Hazard;;Effect on people with implants, e.g. pacemaker;;Approved;Medium;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;27.06.2022 16:24;Johannes Schmidt;;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '3']
106;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;1;2.4.10.1.3.1;597003;Headline;Cause;;Interference of electromagnetic fields into implant/s electronics;;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;26.09.2022 17:01;Klaus-Peter Fichtner (EXT);;;;;;#Haz44;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-B;2-B;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;Electro-magnetic influence (EMC);Patient,User,Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;D;Low;D;;['2', '4', '10', '1', '3', '1']
107;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;1;2.4.10.1.3.1.1;597004;Requirement;Measure;Label_electromagnetic_fields;Label electromagnetic fields;A label shall be attached at the backside of the chassis, such that it is visible to an operator when moving the system. It shall contain the following safety signs: ISO 7010-P007, ISO 7010-W006, ISO 7010-W001, ISO 7010-M002;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;07.10.2022 09:11;Johannes Schmidt;;;;MainU;"IEC 60601-1; cl. 7.2.13";;;Basic;System Integration Test;none;n.a.;Not determined;Not determined;empty;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User,Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '3', '1', '1']
108;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;1;2.4.10.1.3.1.2;597005;Requirement;Measure;docUser_electromagnetic_fields;User Manual: Electromagnetic fields Chassis;CAUTION Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components.;InWork;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;07.10.2022 09:53;Johannes Schmidt;;;;;IEC 60601-1: cl. 7.2.13;;;Basic;System Integration Test;EXPORT;User Manual;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Patient,User;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '3', '1', '2']
109;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;1;2.4.10.1.3.1.3;597007;Requirement;Measure;docServ_electromagnetic_fields;Service Doc: Electromagnetic fields Chassis;CAUTION in Service Manual Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components.;Approved;Medium;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;27.06.2022 13:56;Johannes Schmidt;;;;;;;;Basic;Subsystem Integration Test;EXPORT;Service Documentation;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '3', '1', '3']
110;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;3;1;2.4.10.1.3.1.4;597011;Requirement;Measure;docSCM_electromagnetic_fields;Factory Doc: Electromagnetic fields Chassis;CAUTION in Factory Documentation Cause: The chassis contains electromagnetic components with high magnetic near fields (Drives and brakes of angular and orbital axes, chassis wheels), which might have an influence on implant devices such as cardiac pacemakers. Possible consequences: Hazards on people with implants due to electromagnetic disturbances. Remedy: If you have active implanted cardiac devices keep a distance of >10 cm to the above mentioned components.;Approved;Medium;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;27.06.2022 13:57;Johannes Schmidt;;;;;;;;Basic;Subsystem Integration Test;EXPORT;Factory Documentation;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;Service Personnel;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '3', '1', '4']
111;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;4;;2.4.10.1.4;597013;Headline;Hazard;;User has skin irritation;;Approved;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;27.06.2022 16:24;Johannes Schmidt;;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;;;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '4']
112;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;4;1;2.4.10.1.4.1;597014;Headline;Cause;;System contains non-biocompatible material;;InWork;Unassigned;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;26.09.2022 17:01;Klaus-Peter Fichtner (EXT);;;;;;HS_085;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;2-A;2-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;Bio-incompatibility;User,Service Personnel;;;;;;;;;;;;;;;NotDetermined;C;Low;B;;['2', '4', '10', '1', '4', '1']
113;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;10;1;4;1;2.4.10.1.4.1.1;597019;Requirement;Measure;biocompatible_material;Biocompatible material;The clinical user and the service personnel get in regular hand skin contact with the following components of the system: AccesS (RCP cart, Keyboard, Mouse), DSmonS (Monitor), GridS, HICSwitch, HICTouchCon, MainU (Covers), TrolleyU (Covers, X10 cable and plug), HICForceControl, HICHandControl, These components shall be made out of biocompatible material or at least it shall be shown that the utilized material is in common use for regular consumer products or that there is an established history of safe use in a clinical environment, e.g. from previous CIOS systems.;Approved;Medium;Johannes Schmidt;Johannes;Schmidt;Johannes Schmidt;;;27.06.2022;09.08.2022 15:19;Nils Naarmann;;;;AccesS,DSMonS,GridS,HICSwitch,HICTouchCon,MainU,TrolleyU,HICForceControl,HICHandControl;;;;Basic;Component Test;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;Yes;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '10', '1', '4', '1', '1']
114;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;11;;;;2.4.11;563437;Headline;Chapter;;Position patient;"Note, there are currently no risks related to ""Position patient"" identified.";Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;05.08.2020;15.06.2022 12:20;Johannes Schmidt;;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '11']
115;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;12;;;;2.4.12;563438;Headline;Chapter;;Move main unit;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;05.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '12']
116;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;12;1;;;2.4.12.1;563475;Headline;Function;;Move main unit - motorized, general;;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;05.08.2020;07.08.2021 15:04;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '12', '1']
117;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;12;1;1;;2.4.12.1.1;562459;Headline;Hazard;;Crushing by or collision with objects moving with high kinetic energy and / or high contact force or pressure (HS_042);;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;07.08.2021 15:03;Yesin Gasmi (EXT);;;;;;;;Basic;n.a.;none;n.a.;Not determined;Not determined;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;Moving parts,use by unskilled/untrained personnel,slips, lapses and mistakes,Foreseeable misuse,Untrained users;;S1M;VB10;;;;;;;;;;;;;NotDetermined;;;;;['2', '4', '12', '1', '1']
118;PS_S1;Current Baseline;06H_Risk_Analysis (06H);2;4;12;1;1;1;2.4.12.1.1.1;562462;Headline;Cause;;Unintentional activation of control elements by the operator (lean over, hang something over control elements, falling parts );Unintentional activation of control elements by the operator:Operator leans over control elements or hits them by accident while doing something elseOperator hangs lead protection over control elements (handle for power assisted movement)Other objects fall onto control elementsRemote control falls on the floor and gets activated;Approved;Unassigned;Judith Welzel;Judith;Welzel;Judith Welzel;;;29.07.2020;05.09.2022 16:59;Klaus-Peter Fichtner (EXT);;;;;;HS_042;See general justifications in the introduction which apply here.;Basic;n.a.;none;n.a.;3-B;3-A;TBD;NotDetermined;NotDetermined;NotDetermined;NotDetermined;No;None;;Patient,User,Service Personnel,System,Environment;S1M;VB10;;;;;;;;;;;;;NotDetermined;C;Med;B;;['2', '4', '12', '1', '1', '1']
